ORGID,ORGNAME,STATUSCODE,UPDATETIME
A09000200EU330000,國立海洋科技博物館人事室,T,2020-05-11 17:05:57
A09010000EU110000,教育部體育署秘書室,T,2018-12-10 17:24:14
A09010000EU070000,教育部體育署全民運動組,T,2018-12-10 17:24:14
A09010000EU100000,教育部體育署運動設施組,T,2018-12-10 17:24:14
A09010000EU060000,教育部體育署綜合規劃組,T,2018-12-10 17:24:14
A09010000EU150000,教育部體育署學校體育組,T,2018-12-10 17:24:14
A09010000EU080000,教育部體育署競技運動組,T,2018-12-10 17:24:14
A09010000EU140000,教育部體育署政風室,T,2018-12-10 17:24:14
A09010000EU130000,教育部體育署主計室,T,2018-12-10 17:24:14
A09010000EU090000,教育部體育署國際及兩岸運動組,T,2018-12-10 17:24:14
A09010000E,教育部體育署,T,2018-12-10 17:24:14
A09010000EU010000,教育部體育署署長辦公室,T,2018-12-10 17:24:14
A09010000EU120000,教育部體育署人事室,T,2018-12-10 17:24:14
A09020000E,教育部青年發展署,T,2018-12-19 17:29:00
A09020000EA550000,教育部青年發展署政風室,T,2018-12-19 17:29:00
A09020000EA120000,教育部青年發展署主計室,T,2018-12-19 17:29:00
A09020000EA100000,教育部青年發展署人事室,T,2018-12-19 17:29:00
A09030000E,教育部國民及學前教育署,T,2019-03-06 17:48:47
A09030000EU890000,教育部國民及學前教育署學前教育組,T,2020-01-22 16:24:40
A09030000EU860000,教育部國民及學前教育署人事室,T,2019-03-06 17:48:47
A09030000EU880000,教育部國民及學前教育署主計室,T,2019-03-06 17:48:48
A09030000EU840000,教育部國民及學前教育署學務校安組,T,2020-01-22 16:23:29
A09030000EU830000,教育部國民及學前教育署原民特教組,T,2020-01-22 16:22:28
A09030000EU870000,教育部國民及學前教育署政風室,T,2019-03-06 17:48:48
A09030000EU810000,教育部國民及學前教育署高級中等教育組,T,2020-01-22 16:20:45
A09030000EU850000,教育部國民及學前教育署秘書室,T,2019-03-06 17:48:47
A09030000EU820000,教育部國民及學前教育署國中小教育組,T,2020-01-22 16:21:19
A09040000EU140000,國家教育研究院語文教育及編譯研究中心,T,2018-11-13 17:49:07
A09040000EU180000,國家教育研究院課程及教學研究中心,T,2018-11-13 17:49:07
A09040000EU120000,國家教育研究院臺中院區,T,2018-11-13 17:49:07
A09040000EU160000,國家教育研究院教育人力發展中心,T,2018-11-13 17:49:07
A09040000EU190000,國家教育研究院測驗及評量研究中心,T,2018-11-13 17:49:07
A09040000EU170000,國家教育研究院教育資源及出版中心,T,2018-11-13 17:49:07
A09040000EU330000,國家教育研究院人事室,T,2018-11-13 17:49:07
A09040000EU110000,國家教育研究院三峽總院區,T,2018-11-13 17:49:07
A09040000E,國家教育研究院,T,2018-11-13 17:50:09
A09040000EU130000,國家教育研究院臺北院區,T,2018-11-13 17:49:07
A09040000EU350000,國家教育研究院主計室,T,2018-11-13 17:49:07
A09040000EU150000,國家教育研究院教科書研究中心,T,2018-11-13 17:49:07
A09040000EU200000,國家教育研究院教育制度及政策研究中心,T,2018-11-13 17:49:07
A09050000EU350000,國家圖書館主計室,T,2018-12-18 17:25:29
A09050000EU370000,國家圖書館政風室,T,2018-12-18 17:25:29
A09050000EU330000,國家圖書館人事室,T,2018-12-18 17:25:29
A09050000E,國家圖書館,T,2019-09-19 17:21:18
A09060000EU330000,國立海洋生物博物館人事室,T,2018-12-06 17:24:16
A09060000EU350000,國立海洋生物博物館主計室,T,2018-12-06 17:24:16
A09060000E,國立海洋生物博物館,T,2019-06-24 17:24:29
A09070000EU350000,國立自然科學博物館主計室,T,2018-12-28 17:53:11
A09070000EU330000,國立自然科學博物館人事室,T,2018-12-28 17:53:11
A09070000E,國立自然科學博物館,T,2019-07-31 16:43:59
A09070000EU370000,國立自然科學博物館政風室,T,2018-12-28 17:53:11
A09080000EU350000,國立科學工藝博物館主計室,T,2018-12-06 17:38:59
A09080000EU330000,國立科學工藝博物館人事室,T,2018-12-06 17:38:59
A09080000E,國立科學工藝博物館,T,2019-07-29 16:29:45
A09090000EU330000,國立臺灣科學教育館人事室,T,2018-12-19 17:32:29
A09090000E,國立臺灣科學教育館,T,2019-07-31 16:32:01
A09090000EU350000,國立臺灣科學教育館主計室,T,2018-12-19 17:32:29
A09100000EU010000,國立教育廣播電臺彰化分臺,T,2018-12-28 17:53:11
A09100000EU040000,國立教育廣播電臺臺東分臺,T,2018-12-28 17:53:11
A09100000EU020000,國立教育廣播電臺高雄分臺,T,2018-12-28 17:53:11
A09100000EU330000,國立教育廣播電臺人事室,T,2018-12-28 17:53:11
A09100000E,國立教育廣播電臺,T,2019-08-12 16:39:02
A09100000EU350000,國立教育廣播電臺主計室,T,2018-12-28 17:53:11
A09100000EU030000,國立教育廣播電臺花蓮分臺,T,2018-12-28 17:53:11
A09110000EU350000,國立公共資訊圖書館主計室,T,2019-01-17 17:53:46
A09110000E,國立公共資訊圖書館,T,2019-01-17 17:53:46
A09110000EU330000,國立公共資訊圖書館人事室,T,2019-01-17 17:53:46
A09120000EU330000,國立臺灣圖書館人事室,T,2018-12-25 17:35:06
A09120000EU350000,國立臺灣圖書館主計室,T,2018-12-25 17:35:06
A09120000E,國立臺灣圖書館,T,2018-12-25 17:35:06
A09510000QU720000,國立臺灣大學計算機及資訊網路中心,T,2018-12-10 17:24:15
A09510000QU350000,國立臺灣大學主計室,T,2018-12-10 17:24:15
A09510000QU320000,國立臺灣大學軍訓室,T,2018-12-10 17:24:15
A09510000QU330000,國立臺灣大學人事室,T,2018-12-10 17:24:15
A09510000Q,國立臺灣大學,T,2019-08-14 16:20:50
A09510100PU350000,國立臺灣大學醫學院附設醫院主計室,T,2018-12-10 17:21:25
A09510100PU330000,國立臺灣大學醫學院附設醫院人事室,T,2018-12-10 17:21:24
A09510100P,國立臺灣大學醫學院附設醫院,T,2019-07-12 16:47:26
A09510101PU330000,國立臺灣大學醫學院附設醫院雲林分院人事室,T,2020-06-04 17:26:52
A09510101PU350000,國立臺灣大學醫學院附設醫院雲林分院主計室,T,2020-06-04 17:26:52
A09510101P,國立臺灣大學醫學院附設醫院雲林分院,T,2020-06-04 17:26:52
A09510102PU350000,國立臺灣大學醫學院附設醫院北護分院主計室,T,2018-11-19 17:39:40
A09510102PU330000,國立臺灣大學醫學院附設醫院北護分院人事室,T,2018-11-19 17:39:40
A09510102PU210000,國立臺灣大學醫學院附設醫院北護分院總務室,T,2018-11-19 17:39:40
A09510102PU220000,國立臺灣大學醫學院附設醫院北護分院護理部,T,2018-11-19 17:39:40
A09510102P,國立臺灣大學醫學院附設醫院北護分院,T,2018-11-19 17:39:40
A09510103P,國立臺灣大學醫學院附設醫院金山分院,T,2018-12-10 17:24:15
A09510103PU350000,國立臺灣大學醫學院附設醫院金山分院主計室,T,2018-12-10 17:24:15
A09510103PU330000,國立臺灣大學醫學院附設醫院金山分院人事室,T,2018-12-10 17:24:15
A09510104PU350000,國立臺灣大學醫學院附設醫院新竹分院主計室,T,2018-12-10 17:24:13
A09510104PU330000,國立臺灣大學醫學院附設醫院新竹分院人事室,T,2018-12-10 17:24:13
A09510104P,國立臺灣大學醫學院附設醫院新竹分院,T,2018-12-10 17:24:13
A09510105PU350000,國立臺灣大學醫學院附設醫院竹東分院主計室,T,2019-01-22 17:52:38
A09510105PU330000,國立臺灣大學醫學院附設醫院竹東分院人事室,T,2019-01-22 17:52:38
A09510105P,國立臺灣大學醫學院附設醫院竹東分院,T,2019-01-22 17:52:38
A09510107P,國立臺灣大學醫學院附設醫院新竹生醫園區分院,T,2019-12-23 16:08:51
A09510107PU100000,國立臺灣大學醫學院附設醫院新竹生醫園區分院主計室,T,2020-03-17 16:44:59
A09510111GU330000,國立臺灣大學生物資源暨農學院實驗林管理處人事室,T,2019-01-17 17:53:46
A09510111G,國立臺灣大學生物資源暨農學院實驗林管理處,T,2019-07-15 16:54:01
A09510111GU350000,國立臺灣大學生物資源暨農學院實驗林管理處主計室,T,2019-01-17 17:53:46
A09510112G,國立臺灣大學生物資源暨農學院附設山地實驗農場,T,2019-01-22 17:52:37
A09510112GU330000,國立臺灣大學生物資源暨農學院附設山地實驗農場人事機構,T,2019-01-22 17:52:37
A09510112GU350000,國立臺灣大學生物資源暨農學院附設山地實驗農場主計機構,T,2019-01-22 17:52:37
A09510113GU350000,國立臺灣大學生物資源暨農學院附設農業試驗場主計室,T,2018-12-28 17:53:11
A09510113GU330000,國立臺灣大學生物資源暨農學院附設農業試驗場人事機構,T,2018-12-28 17:53:11
A09510113G,國立臺灣大學生物資源暨農學院附設農業試驗場,T,2019-10-01 16:22:38
A09510114PU350000,國立臺灣大學生物資源暨農學院附設動物醫院主計室,T,2018-12-10 17:24:14
A09510114PU330000,國立臺灣大學生物資源暨農學院附設動物醫院人事機構,T,2018-12-10 17:24:14
A09510114P,國立臺灣大學生物資源暨農學院附設動物醫院,T,2018-12-10 17:24:13
A09520000Q,國立政治大學,T,2019-08-14 16:40:29
A09520000QU350000,國立政治大學主計室,T,2018-12-28 17:53:11
A09520000QU330000,國立政治大學人事室,T,2018-12-28 17:53:11
A09520000QU320000,國立政治大學軍訓室,T,2018-12-28 17:53:11
A09520000QUV00000,國立政治大學附設實驗國民小學,T,2018-12-28 17:53:11
A09520000QU720000,國立政治大學電算中心,T,2018-12-28 17:53:11
A09520100UU108001,109學年度高級中等學校特色招生考試分發入學聯合試務委員會,T,2019-10-05 17:43:56
A09520100U,國立政治大學附屬高級中學,T,2019-01-08 17:49:59
A09520100UU550000,國立政治大學附屬高級中學人事室,T,2019-01-08 17:49:59
A09520100UU650000,國立政治大學附屬高級中學主計室,T,2019-01-08 17:49:59
A09530000QU090000,國家華語測驗推動工作委員會,T,2018-12-17 21:22:03
A09530000QU320000,國立臺灣師範大學軍訓室,T,2018-12-17 21:22:03
A09530000QU350000,國立臺灣師範大學主計室,T,2018-12-17 21:22:03
A09530000QU060000,國立臺灣師範大學教師申訴評議委員會,T,2019-06-19 17:18:46
A09530000QU080000,國立實驗合唱團,T,2018-12-17 21:22:03
A09530000QU050000,大學術科考試委員會聯合會,T,2018-12-17 21:22:03
A09530000QU070000,國立臺灣師範大學校長遴選委員會,T,2018-12-17 21:22:03
A09530000Q,國立臺灣師範大學,T,2019-07-18 17:12:17
A09530000QU120000,109年國中教育會考全國試務會,T,2019-09-18 16:51:31
A09530000QU330000,國立臺灣師範大學人事室,T,2018-12-17 21:22:03
A09530100UU650000,國立臺灣師範大學附屬高級中學主計室,T,2020-01-31 16:33:41
A09530100UU550000,國立臺灣師範大學附屬高級中學人事室,T,2020-01-31 16:33:41
A09530100U,國立臺灣師範大學附屬高級中學,T,2020-01-31 16:33:41
A09540000QU720000,國立成功大學計算機與網路中心,T,2019-01-17 17:53:49
A09540000QU350000,國立成功大學主計室,T,2019-01-17 17:53:49
A09540000QU990000,大學考試入學分發委員會,T,2019-01-17 17:53:49
A09540000QU330000,國立成功大學人事室,T,2019-01-17 17:53:49
A09540000Q,國立成功大學,T,2019-07-04 17:01:26
A09540000QU320000,國立成功大學軍訓室,T,2019-01-17 17:53:49
A09540100PU330000,國立成功大學醫學院附設醫院人事室,T,2018-12-10 17:24:15
A09540100PU350000,國立成功大學醫學院附設醫院主計室,T,2018-12-10 17:24:15
A09540100P,國立成功大學醫學院附設醫院,T,2019-07-23 16:38:28
A09540101P,國立成功大學醫學院附設醫院斗六分院,T,2019-01-22 17:52:38
A09540200V,國立成功大學附設高級工業職業進修學校,T,2020-03-09 17:11:34
A09550000QU390000,國立中興大學校長遴選委員會,T,2018-12-12 17:26:45
A09550000QU410000,國立中興大學附屬臺中高級農業職業學校校長遴選委員會,T,2018-12-12 17:26:45
A09550000Q,國立中興大學,T,2019-07-09 16:32:50
A09550000QU330000,國立中興大學人事室,T,2018-12-12 17:26:45
A09550000QU320000,國立中興大學軍訓室,T,2018-12-12 17:26:45
A09550000QU720000,國立中興大學計算機及資訊網路中心,T,2018-12-12 17:26:45
A09550000QU350000,國立中興大學主計室,T,2018-12-12 17:26:45
A09550100GU350000,國立中興大學農業暨自然資源學院實驗林管理處主計室,T,2020-01-15 16:16:38
A09550100GU330000,國立中興大學農業暨自然資源學院實驗林管理處人事機構,T,2020-01-15 16:16:38
A09550100G,國立中興大學農業暨自然資源學院實驗林管理處,T,2020-01-15 16:16:37
A09550200VU550000,國立中興大學附屬臺中高級農業職業學校人事室,T,2020-05-04 17:15:17
A09550200VU750000,國立中興大學附屬臺中高級農業職業學校附設臺中市私立實習幼兒園,T,2020-05-04 17:15:17
A09550200VU800000,國立中興大學附屬臺中高級農業職業學校進修部,T,2020-05-04 17:15:17
A09550200VU650000,國立中興大學附屬臺中高級農業職業學校主計室,T,2020-05-04 17:15:17
A09550200V,國立中興大學附屬臺中高級農業職業學校,T,2020-05-04 17:15:16
A09550300U,國立中興大學附屬高級中學,T,2020-02-05 16:27:33
A09550300UU750000,108學年度全國高級中等學校及專科學校五年制適性入學委員會,T,2019-01-08 17:49:58
A09550300UU650000,國立中興大學附屬高級中學主計室,T,2019-01-08 17:49:58
A09550300UU550000,國立中興大學附屬高級中學人事室,T,2019-01-08 17:49:58
A09550300UU850000,中投考區109年國中教育會考試務會,T,2019-10-30 16:27:38
A09560000QU350000,國立清華大學主計室,T,2018-12-28 17:53:12
A09560000QU320000,國立清華大學軍訓室,T,2018-12-28 17:53:12
A09560000Q,國立清華大學,T,2019-07-18 16:53:17
A09560000QU720000,國立清華大學計算機與通訊中心,T,2018-12-28 17:53:12
A09560000QU330000,國立清華大學人事室,T,2018-12-28 17:53:12
A09560100YU330000,國立清華大學附設實驗國民小學人事室,T,2019-01-14 17:43:47
A09560100YU350000,國立清華大學附設實驗國民小學主計室,T,2019-01-14 17:43:47
A09560100Y,國立清華大學附設實驗國民小學,T,2019-01-14 17:43:47
A09570000QU320000,國立中央大學軍訓室,T,2020-02-11 16:07:59
A09570000QU720000,國立中央大學電算中心,T,2020-02-11 16:07:59
A09570000QU330000,國立中央大學人事室,T,2020-02-11 16:07:59
A09570000QU350000,國立中央大學主計室,T,2020-02-11 16:07:59
A09570000Q,國立中央大學,T,2020-02-11 16:07:58
A09570100U,國立中央大學附屬中壢高級中學,T,2019-09-06 16:46:55
A09570100UU650000,國立中央大學附屬中壢高級中學主計室,T,2019-01-08 17:49:57
A09570100UU900000,臺灣北區108學年度高級中等學校音樂班甄選入學聯合分發委員會,T,2019-01-10 17:28:24
A09570100UU550000,國立中央大學附屬中壢高級中學人事室,T,2019-01-08 17:49:57
A09570100UU800000,臺灣北區108學年度高級中等學校音樂班甄選入學聯合術科測驗委員會,T,2019-01-10 17:31:50
A09580000Q,國立交通大學,T,2019-07-17 16:20:13
A09580000QU720000,國立交通大學資訊技術服務中心,T,2019-01-22 17:52:38
A09580000QU320000,國立交通大學軍訓室,T,2019-01-22 17:52:38
A09580000QU330000,國立交通大學人事室,T,2019-01-22 17:52:38
A09580000QU350000,國立交通大學主計室,T,2019-01-22 17:52:38
A09590000Q,國立中山大學,T,2019-08-30 17:09:01
A09590000QU390000,國立中山大學校長續聘司選委員會,T,2019-08-26 17:45:46
A09590000QU330000,國立中山大學人事室,T,2018-12-28 17:53:12
A09590000QU320000,國立中山大學軍訓室,T,2018-12-28 17:53:12
A09590000QU360000,國立中山大學校長遴選委員會,T,2018-12-28 17:53:12
A09590000QU370000,國立中山大學附屬高級中學校長校內遴選委員會,T,2018-12-28 17:53:12
A09590000QU380000,國立中山大學附屬高級中學校長校外遴選委員會,T,2018-12-28 17:53:12
A09590000QU350000,國立中山大學主計室,T,2018-12-28 17:53:12
A09590000QU720000,國立中山大學圖書與資訊處,T,2018-12-28 17:53:12
A09590100U,國立中山大學附屬國光高級中學,T,2018-12-04 17:59:54
A09590100UU550000,國立中山大學附屬國光高級中學人事室,T,2018-12-04 17:59:54
A09590100UU650000,國立中山大學附屬國光高級中學主計室,T,2018-12-04 17:59:54
A095A0000QU330000,國立空中大學人事室,T,2019-01-17 17:53:46
A095A0000QU350000,國立空中大學主計室,T,2019-01-17 17:53:46
A095A0000QU140000,國立空中大學校長遴選委員會,T,2019-01-17 17:53:46
A095A0000QU320000,國立空中大學軍訓室,T,2019-01-17 17:53:46
A095A0000Q,國立空中大學,T,2019-01-17 17:53:46
A095A0100R,國立空中大學附設空中專科進修學校,T,2019-01-17 17:53:46
A095B0000QU220000,大學甄選入學委員會,T,2018-12-28 17:53:12
A095B0000QU350000,國立中正大學主計室,T,2018-12-28 17:53:12
A095B0000Q,國立中正大學,T,2019-06-28 17:39:52
A095B0000QU720000,國立中正大學電算中心,T,2018-12-28 17:53:12
A095B0000QU990000,國立中正大學校長遴選委員會,T,2018-12-28 17:53:12
A095B0000QU880000,中華民國108年全國大專校院運動會執行委員會,T,2018-12-28 17:53:12
A095B0000QU320000,國立中正大學軍訓室,T,2018-12-28 17:53:12
A095B0000QU330000,國立中正大學人事室,T,2018-12-28 17:53:12
A095C0000QU320000,國立臺灣海洋大學軍訓室,T,2018-12-10 17:24:15
A095C0000QU330000,國立臺灣海洋大學人事室,T,2018-12-10 17:24:15
A095C0000QU350000,國立臺灣海洋大學主計室,T,2018-12-10 17:24:15
A095C0000Q,國立臺灣海洋大學,T,2019-07-30 17:35:29
A095D0000QU350000,國立陽明大學主計室,T,2019-01-28 17:25:47
A095D0000QU330000,國立陽明大學人事室,T,2019-01-28 17:25:46
A095D0000QU320000,國立陽明大學軍訓室,T,2019-01-28 17:25:46
A095D0000Q,國立陽明大學,T,2019-08-19 16:16:59
A095D0100PU330000,國立陽明大學附設醫院人事室,T,2019-01-22 17:52:38
A095D0100PU350000,國立陽明大學附設醫院主計室,T,2019-01-22 17:52:38
A095D0100P,國立陽明大學附設醫院,T,2019-01-22 17:52:38
A095E0000QU330000,國立東華大學人事室,T,2018-12-28 17:53:12
A095E0000QU350000,國立東華大學主計室,T,2018-12-28 17:53:12
A095E0000Q,國立東華大學,T,2019-06-04 17:18:03
A095E0000QU320000,國立東華大學軍訓室,T,2018-12-28 17:53:12
A095E0000QU720000,國立東華大學圖書資訊中心,T,2018-12-28 17:53:12
A095E0000QU360000,國立東華大學校長遴選委員會,T,2018-12-28 17:53:12
A095E0100YU330000,國立東華大學附設實驗國民小學人事室,T,2020-05-28 17:15:08
A095E0100YU350000,國立東華大學附設實驗國民小學主計室,T,2020-05-28 17:15:08
A095E0100Y,國立東華大學附設實驗國民小學,T,2020-05-28 17:15:08
A095F0000QU350000,國立暨南國際大學主計室,T,2019-01-17 17:34:07
A095F0000Q,國立暨南國際大學,T,2019-08-08 16:42:52
A095F0000QU330000,國立暨南國際大學人事室,T,2019-01-17 17:34:07
A095F0100U,國立暨南國際大學附屬高級中學,T,2019-04-22 17:49:50
A095F0100UU550000,國立暨南國際大學附屬高級中學人事室,T,2019-01-08 17:49:58
A095F0100UU650000,國立暨南國際大學附屬高級中學主計室,T,2019-01-08 17:49:58
A095F0101U,國立暨南國際大學附屬高級中學附設進修部,T,2019-01-08 17:49:58
A095G0000Q,國立臺北大學,T,2019-07-11 16:39:44
A095G0000QU350000,國立臺北大學主計室,T,2018-12-28 17:53:11
A095G0000QU320000,國立臺北大學軍訓室,T,2018-12-28 17:53:11
A095G0000QU330000,國立臺北大學人事室,T,2018-12-28 17:53:11
A095H0000QU390000,財團法人嘉義市教育會教育事務基金會,T,2019-07-31 17:01:35
A095H0000QU350000,國立嘉義大學主計室,T,2018-12-28 17:53:12
A095H0000QU370000,國立嘉義大學校長遴選委員會,T,2018-12-28 17:53:12
A095H0000QU380000,嘉義市教育會,T,2019-05-09 17:47:57
A095H0000QU330000,國立嘉義大學人事室,T,2018-12-28 17:53:12
A095H0000QU320000,國立嘉義大學軍訓室,T,2018-12-28 17:53:12
A095H0000Q,國立嘉義大學,T,2019-07-22 17:00:22
A095H0100Y,國立嘉義大學附設實驗國民小學,T,2019-09-02 16:21:33
A095H0100YU330000,國立嘉義大學附設實驗國民小學人事室,T,2018-12-04 17:59:54
A095H0100YU350000,國立嘉義大學附設實驗國民小學主計室,T,2018-12-04 17:59:54
A095J0000QU350000,國立高雄大學主計室,T,2018-12-24 17:41:37
A095J0000QU330000,國立高雄大學人事室,T,2018-12-24 17:41:37
A095J0000Q,國立高雄大學,T,2019-08-08 16:47:44
A095J0000QU320000,國立高雄大學軍訓室,T,2018-12-24 17:41:37
A095K0000QU350000,國立彰化師範大學主計室,T,2019-01-17 17:53:46
A095K0000QU320000,國立彰化師範大學軍訓室,T,2019-01-17 17:53:46
A095K0000QU330000,國立彰化師範大學人事室,T,2019-01-17 17:53:46
A095K0000Q,國立彰化師範大學,T,2019-06-28 17:35:48
A095K0100V,國立彰化師範大學附屬高級工業職業學校,T,2019-02-15 17:20:04
A095K0100VU550000,國立彰化師範大學附屬高級工業職業學校人事室,T,2018-12-04 17:59:47
A095K0100VU900000,教育部技術型高級中等學校動力機械群科中心學校,T,2018-12-04 17:59:47
A095K0100VU650000,國立彰化師範大學附屬高級工業職業學校主計室,T,2018-12-04 17:59:47
A095K0100VU800000,國立彰化師範大學附屬高級工業職業學校進修部,T,2018-12-04 17:59:47
A095L0000QU330000,國立高雄師範大學人事室,T,2018-12-05 17:27:32
A095L0000QU320000,國立高雄師範大學軍訓室,T,2018-12-05 17:27:32
A095L0000Q,國立高雄師範大學,T,2019-06-11 17:46:18
A095L0000QU350000,國立高雄師範大學主計室,T,2018-12-05 17:27:32
A095L0100UU550000,國立高雄師範大學附屬高級中學人事室,T,2018-12-04 17:59:55
A095L0100UU650000,國立高雄師範大學附屬高級中學主計室,T,2018-12-04 17:59:55
A095L0100U,國立高雄師範大學附屬高級中學,T,2019-03-29 17:26:38
A095M0000QU330000,國立臺灣科技大學人事室,T,2018-12-10 17:24:14
A095M0000Q,國立臺灣科技大學,T,2019-08-12 16:16:32
A095M0000QU320000,國立臺灣科技大學軍訓室,T,2018-12-10 17:24:14
A095M0000QU610000,國立臺灣科技大學校長遴選委員會,T,2018-12-10 17:24:14
A095M0000QU350000,國立臺灣科技大學主計室,T,2018-12-10 17:24:14
A095M0000QU710000,中華民國國立科技大學校院協會,T,2018-12-10 17:24:14
A095N0000QU330000,國立臺北科技大學人事室,T,2018-12-10 17:24:11
A095N0000QU800000,國立臺北科技大學附設進修學院,T,2018-12-10 17:24:11
A095N0000QU350000,國立臺北科技大學主計室,T,2018-12-10 17:24:11
A095N0000QU320000,國立臺北科技大學軍訓室,T,2018-12-10 17:24:11
A095N0000Q,國立臺北科技大學,T,2019-04-12 17:29:19
A095N0100VU360000,108年國中教育會考全國試務會,T,2019-01-14 17:43:43
A095N0100VU550000,國立臺北科技大學附屬桃園農工高級中等學校人事室,T,2019-01-14 17:43:43
A095N0100VU340000,桃連區109學年度高中職實用技能學程輔導分發作業小組,T,2019-11-27 16:26:27
A095N0100VU750000,國立臺北科技大學附屬桃園農工高級中等學校進修部,T,2019-01-14 17:43:43
A095N0100V,國立臺北科技大學附屬桃園農工高級中等學校,T,2019-01-14 17:43:43
A095N0100VU650000,國立臺北科技大學附屬桃園農工高級中等學校主計室,T,2019-01-14 17:43:43
A095N0100VU320000,大陸考場109年國中教育會考試務會,T,2019-12-24 16:25:16
A095R0000QU520000,教育部區域產學合作中心-國立雲林科技大學,T,2018-12-28 17:53:13
A095R0000QU330000,國立雲林科技大學人事室,T,2018-12-28 17:53:13
A095R0000QU510000,國立雲林科技大學校長遴選委員會,T,2018-12-28 17:53:13
A095R0000QU320000,國立雲林科技大學軍訓室,T,2018-12-28 17:53:13
A095R0000QU350000,國立雲林科技大學主計室,T,2018-12-28 17:53:13
A095R0000Q,國立雲林科技大學,T,2018-12-28 17:53:13
A095S0000QU320000,國立屏東科技大學軍訓室,T,2018-12-19 17:33:13
A095S0000QU330000,國立屏東科技大學人事室,T,2018-12-19 17:33:13
A095S0000QU350000,國立屏東科技大學主計室,T,2018-12-19 17:33:13
A095S0000Q,國立屏東科技大學,T,2019-07-10 16:59:12
A095T0000QU350000,國立臺灣藝術大學主計室,T,2018-12-04 17:24:22
A095T0000QU320000,國立臺灣藝術大學軍訓室,T,2018-12-04 17:24:22
A095T0000QU330000,國立臺灣藝術大學人事室,T,2018-12-04 17:24:22
A095T0000Q,國立臺灣藝術大學,T,2019-08-27 16:33:25
A095U0000Q,國立臺北藝術大學,T,2019-01-17 17:53:46
A095U0000QU350000,國立臺北藝術大學主計室,T,2019-01-17 17:53:46
A095U0000QU330000,國立臺北藝術大學人事室,T,2019-01-17 17:53:46
A095U0000QU320000,國立臺北藝術大學軍訓室,T,2019-01-17 17:53:46
A095V0000QU020000,國立虎尾科技大學附設進修學院,T,2020-03-06 17:06:30
A095V0000QU350000,國立虎尾科技大學主計室,T,2020-03-06 17:06:30
A095V0000QU330000,國立虎尾科技大學人事室,T,2020-03-06 17:06:30
A095V0000QU320000,國立虎尾科技大學軍訓室,T,2020-03-06 17:06:30
A095V0000Q,國立虎尾科技大學,T,2020-03-06 17:06:30
A095X0000QU720000,國立宜蘭大學圖書資訊館,T,2018-12-10 17:24:12
A095X0000QU330000,國立宜蘭大學人事室,T,2018-12-10 17:24:12
A095X0000QU350000,國立宜蘭大學主計室,T,2018-12-10 17:24:12
A095X0000QU320000,國立宜蘭大學軍訓室,T,2018-12-10 17:24:12
A095X0000QU300000,國立宜蘭大學校長遴選委員會,T,2018-12-10 17:24:12
A095X0000Q,國立宜蘭大學,T,2019-07-25 17:08:45
A095Y0000QU350000,國立聯合大學主計室,T,2018-12-10 17:24:16
A095Y0000QU320000,國立聯合大學軍訓室,T,2018-12-10 17:24:16
A095Y0000Q,國立聯合大學,T,2019-06-21 16:32:47
A095Y0000QU330000,國立聯合大學人事室,T,2018-12-10 17:24:16
A09600000QU330000,國立臺中科技大學人事室,T,2018-12-10 17:24:12
A09600000QU260000,國立臺中科技大學附設專科進修學校,T,2018-12-10 17:24:12
A09600000QU320000,國立臺中科技大學軍訓室,T,2018-12-10 17:24:12
A09600000QU270000,國立臺中科技大學附設進修學院,T,2018-12-10 17:24:12
A09600000Q,國立臺中科技大學,T,2018-12-10 17:24:11
A09600000QU840000,國立臺中科技大學校長遴選委員會,T,2018-12-10 17:24:12
A09600000QU350000,國立臺中科技大學主計室,T,2018-12-10 17:24:12
A09600000QU480000,國立臺中科技大學附設空中進修學院,T,2018-12-10 17:24:12
A09610000QU350000,國立勤益科技大學主計室,T,2019-01-22 17:52:41
A09610000QU450000,國立勤益科技大學法規審查委員會,T,2019-01-22 17:52:41
A09610000QU190000,國立勤益科技大學管理學院,T,2019-01-22 17:52:40
A09610000QU820000,國立勤益科技大學附設專科進修學校,T,2019-01-22 17:52:41
A09610000QU280000,國立勤益科技大學企業管理系,T,2019-01-22 17:52:41
A09610000QU270000,國立勤益科技大學工業工程與管理系,T,2019-01-22 17:52:41
A09610000QU300000,國立勤益科技大學資訊管理系,T,2019-01-22 17:52:41
A09610000QU060000,國立勤益科技大學總務處,T,2019-01-22 17:52:40
A09610000QU030000,國立勤益科技大學秘書室,T,2019-01-22 17:52:40
A09610000QU040000,國立勤益科技大學教務處,T,2019-01-22 17:52:40
A09610000QU100000,國立勤益科技大學體育室,T,2019-01-22 17:52:40
A09610000QU230000,國立勤益科技大學資訊工程系,T,2019-01-22 17:52:40
A09610000QU260000,國立勤益科技大學冷凍空調與能源系,T,2019-01-22 17:52:41
A09610000QU250000,國立勤益科技大學化工與材料工程系,T,2019-01-22 17:52:41
A09610000QU200000,國立勤益科技大學通識教育學院,T,2019-01-22 17:52:40
A09610000QU210000,國立勤益科技大學電機工程系,T,2019-01-22 17:52:40
A09610000QU320000,國立勤益科技大學軍訓室,T,2019-01-22 17:52:41
A09610000QU180000,國立勤益科技大學人文創意學院,T,2019-01-22 17:52:40
A09610000QU090000,國立勤益科技大學電子計算機中心,T,2019-01-22 17:52:40
